Model,Tumor Type,Treatment,Volume (mm3),body weight (g),Days Post T0,% TVol Difference,% BW Difference
X-4015,PDAC,CLR457,637.2,28.2,35.0,162.4,1.8
X-4015,PDAC,CLR457,677.1,28.3,38.0,178.9,2.2
X-4015,PDAC,CLR457,698.2,28.5,42.0,187.6,2.9
X-4015,PDAC,CLR457,740.8,28.1,45.0,205.1,1.4
X-4015,PDAC,CLR457,914.9,28.0,50.0,276.8,1.1
X-4015,PDAC,CLR457,923.1,27.8,52.0,280.2,0.4
X-4015,PDAC,HDM201,203.6,26.9,0.0,0.0,0.0
X-4015,PDAC,HDM201,197.0,28.0,3.0,-3.2,4.1
X-4015,PDAC,HDM201,187.5,27.0,7.0,-7.9,0.4
X-4015,PDAC,HDM201,181.2,28.5,10.0,-11.0,5.9
X-4015,PDAC,HDM201,201.1,28.4,14.0,-1.2,5.6
X-4015,PDAC,HDM201,235.8,29.1,17.0,15.8,8.2
X-4015,PDAC,HDM201,251.4,29.2,21.0,23.5,8.6
X-4015,PDAC,HDM201,256.9,28.7,24.0,26.2,6.7
X-4015,PDAC,HDM201,261.1,27.2,30.0,28.2,1.1
X-4015,PDAC,HDM201,272.0,26.3,35.0,33.6,-2.2
X-4015,PDAC,HDM201,285.0,26.3,38.0,40.0,-2.2
X-4015,PDAC,HDM201,288.7,23.0,42.0,41.8,-14.5
X-4015,PDAC,"figitumumab"" + binimetinib",260.9,26.3,0.0,0.0,0.0
X-4015,PDAC,"figitumumab"" + binimetinib",468.0,25.0,2.0,79.4,-4.9
X-4015,PDAC,"figitumumab"" + binimetinib",511.4,24.7,6.0,96.0,-6.1
X-4015,PDAC,"figitumumab"" + binimetinib",359.4,24.6,9.0,37.8,-6.5
X-4015,PDAC,"figitumumab"" + binimetinib",312.3,25.3,12.0,19.7,-3.8
X-4015,PDAC,"figitumumab"" + binimetinib",401.7,25.2,15.0,54.0,-4.2
X-4015,PDAC,"figitumumab"" + binimetinib",509.5,25.1,20.0,95.3,-4.6
X-4015,PDAC,"figitumumab"" + binimetinib",637.1,24.7,26.0,144.2,-6.1
X-4015,PDAC,"figitumumab"" + binimetinib",630.1,25.4,30.0,141.5,-3.4
X-4015,PDAC,"figitumumab"" + binimetinib",757.0,25.3,33.0,190.1,-3.8
X-4015,PDAC,"figitumumab""",216.0,2.8,0.0,0.0,0.0
X-4015,PDAC,"figitumumab""",410.2,22.9,5.0,89.9,0.0
X-4015,PDAC,"figitumumab""",585.5,21.8,12.0,171.1,-4.8
X-4015,PDAC,"figitumumab""",765.0,21.8,15.0,254.2,-4.8
X-4015,PDAC,"figitumumab""",869.1,22.8,19.0,302.4,-0.4
X-4015,PDAC,"figitumumab""",1327.6,22.9,22.0,514.6,0.0
X-4015,PDAC,gemcitabine-50mpk,238.6,23.8,0.0,0.0,0.0
X-4015,PDAC,gemcitabine-50mpk,217.9,23.0,3.0,-8.7,-3.4
X-4015,PDAC,gemcitabine-50mpk,218.8,24.4,7.0,-8.3,2.5
X-4015,PDAC,gemcitabine-50mpk,215.5,24.6,10.0,-9.7,3.4
X-4015,PDAC,gemcitabine-50mpk,253.1,26.3,14.0,6.1,10.5
X-4015,PDAC,gemcitabine-50mpk,218.0,24.4,17.0,-8.6,2.5
X-4015,PDAC,gemcitabine-50mpk,147.5,24.5,20.0,-38.2,2.9
X-4015,PDAC,gemcitabine-50mpk,240.4,25.4,24.0,0.8,6.7
X-4015,PDAC,gemcitabine-50mpk,163.9,24.9,28.0,-31.3,4.6
X-4015,PDAC,gemcitabine-50mpk,185.5,24.1,31.0,-22.3,1.3
X-4015,PDAC,gemcitabine-50mpk,186.8,25.5,35.0,-21.7,7.1
X-4015,PDAC,gemcitabine-50mpk,187.2,24.7,37.0,-21.5,3.8
X-4015,PDAC,gemcitabine-50mpk,196.0,24.9,42.0,-17.9,4.6
X-4015,PDAC,gemcitabine-50mpk,204.6,25.0,48.0,-14.2,5.0
X-4015,PDAC,gemcitabine-50mpk,129.4,25.3,52.0,-45.8,6.3
X-4015,PDAC,gemcitabine-50mpk,128.4,25.2,56.0,-46.2,5.9
X-4015,PDAC,gemcitabine-50mpk,101.0,24.3,58.0,-57.7,2.1
X-4015,PDAC,gemcitabine-50mpk,127.0,25.1,63.0,-46.8,5.5
X-4015,PDAC,gemcitabine-50mpk,156.0,24.6,65.0,-34.6,3.4
X-4015,PDAC,gemcitabine-50mpk,170.3,24.4,70.0,-28.6,2.5
X-4015,PDAC,gemcitabine-50mpk,192.1,25.1,73.0,-19.5,5.5
X-4015,PDAC,gemcitabine-50mpk,116.1,24.9,77.0,-51.3,4.6
X-4015,PDAC,gemcitabine-50mpk,152.5,24.8,80.0,-36.1,4.2
X-4015,PDAC,gemcitabine-50mpk,140.9,24.8,84.0,-40.9,4.2
X-4015,PDAC,gemcitabine-50mpk,155.8,24.7,87.0,-34.7,3.8
X-4015,PDAC,gemcitabine-50mpk,136.5,24.7,90.0,-42.8,3.8
X-4015,PDAC,INC424 + binimetinib,310.3,29.0,0.0,0.0,0.0
X-4015,PDAC,INC424 + binimetinib,285.1,27.6,3.0,-8.1,-4.8
X-4015,PDAC,INC424 + binimetinib,337.2,27.9,7.0,8.7,-3.8
X-4015,PDAC,INC424 + binimetinib,289.7,28.0,10.0,-6.6,-3.4
X-4015,PDAC,INC424 + binimetinib,264.5,28.5,14.0,-14.8,-1.7
X-4015,PDAC,INC424 + binimetinib,358.8,28.6,17.0,15.6,-1.4
X-4015,PDAC,INC424 + binimetinib,347.4,28.7,21.0,12.0,-1.0
X-4015,PDAC,INC424 + binimetinib,391.9,27.6,24.0,26.3,-4.8
X-4015,PDAC,INC424 + binimetinib,392.9,28.4,28.0,26.6,-2.1
X-4015,PDAC,INC424 + binimetinib,463.5,28.4,31.0,49.4,-2.1
X-4015,PDAC,INC424 + binimetinib,576.7,28.6,35.0,85.9,-1.4
X-4015,PDAC,INC424 + binimetinib,610.0,28.3,38.0,96.6,-2.4
X-4015,PDAC,INC424 + binimetinib,516.8,29.5,42.0,66.5,1.7
X-4015,PDAC,INC424 + binimetinib,780.5,29.1,45.0,151.5,0.3
X-4015,PDAC,INC424 + binimetinib,755.2,29.5,49.0,143.4,1.7
X-4015,PDAC,INC424 + binimetinib,769.2,29.9,56.0,147.9,3.1
X-4015,PDAC,INC424 + binimetinib,866.1,28.7,59.0,179.1,-1.0
X-4015,PDAC,INC424 + binimetinib,966.3,29.0,63.0,211.4,0.0
X-4015,PDAC,INC424 + binimetinib,1091.0,28.7,66.0,251.6,-1.0
X-4015,PDAC,INC424 + binimetinib,1300.7,29.2,70.0,319.2,0.7
X-4015,PDAC,INC424,220.7,28.9,0.0,0.0,0.0
X-4015,PDAC,INC424,298.3,28.4,3.0,35.2,-1.7
X-4015,PDAC,INC424,356.3,27.9,7.0,61.4,-3.5
X-4015,PDAC,INC424,463.2,28.3,10.0,109.9,-2.1
X-4015,PDAC,INC424,555.1,28.1,14.0,151.5,-2.8
X-4015,PDAC,INC424,598.5,28.2,17.0,171.2,-2.4
X-4015,PDAC,INC424,796.6,28.1,21.0,260.9,-2.8
X-4015,PDAC,INC424,895.4,27.7,24.0,305.7,-4.2
X-4015,PDAC,INC424,985.0,27.6,28.0,346.3,-4.5
X-4015,PDAC,INC424,1158.1,27.3,31.0,424.7,-5.5
X-4015,PDAC,INC424,1439.5,26.9,35.0,552.2,-6.9
X-4015,PDAC,WNT974,271.8,28.2,0.0,0.0,0.0
X-4015,PDAC,WNT974,440.2,26.5,5.0,62.0,-6.0
X-4015,PDAC,WNT974,605.5,26.5,9.0,122.8,-6.0
X-4015,PDAC,WNT974,805.6,26.0,12.0,196.4,-7.8
X-4015,PDAC,WNT974,774.7,27.1,16.0,185.0,-3.9
X-4015,PDAC,WNT974,1013.1,27.4,20.0,272.7,-2.8
X-4015,PDAC,WNT974,1021.3,27.3,23.0,275.8,-3.2
X-4015,PDAC,WNT974,1467.8,27.0,26.0,440.0,-4.3
X-4015,PDAC,WNT974,1321.9,28.3,28.0,386.4,0.4
X-4015,PDAC,LKA136,207.8,25.7,0.0,0.0,0.0
X-4015,PDAC,LKA136,329.9,28.4,7.0,58.8,10.5
X-4015,PDAC,LKA136,420.8,29.3,11.0,102.5,14.0
X-4015,PDAC,LKA136,541.1,27.7,14.0,160.4,7.8
X-4015,PDAC,LKA136,611.7,,16.0,194.4,7.8
X-4015,PDAC,LKA136,733.2,28.6,18.0,252.8,11.3
X-4015,PDAC,LKA136,862.2,28.3,22.0,314.9,10.1
X-4015,PDAC,LKA136,876.6,28.9,25.0,321.8,12.5
X-4015,PDAC,binimetinib,241.8,26.8,0.0,0.0,0.0
X-4015,PDAC,binimetinib,219.5,27.0,1.0,-9.2,0.7
X-4015,PDAC,binimetinib,278.9,26.9,5.0,15.3,0.4
X-4015,PDAC,binimetinib,224.4,26.5,7.0,-7.2,-1.1
X-4015,PDAC,binimetinib,234.1,26.9,12.0,-3.2,0.4
X-4015,PDAC,binimetinib,189.1,28.3,14.0,-21.8,5.6
X-4015,PDAC,binimetinib,222.2,26.3,19.0,-8.1,-1.9
X-4015,PDAC,binimetinib,219.8,26.0,22.0,-9.1,-3.0
X-4015,PDAC,binimetinib,234.1,27.0,26.0,-3.2,0.7
X-4015,PDAC,binimetinib,244.3,26.3,29.0,1.0,-1.9
X-4015,PDAC,binimetinib,243.7,26.6,33.0,0.8,-0.7
X-4015,PDAC,binimetinib,223.4,27.2,36.0,-7.6,1.5
X-4015,PDAC,binimetinib,228.6,25.8,40.0,-5.5,-3.7
X-4015,PDAC,binimetinib,190.8,27.3,43.0,-21.1,1.9
X-4015,PDAC,binimetinib,265.1,27.2,47.0,9.6,1.5
X-4015,PDAC,binimetinib,288.4,28.8,50.0,19.3,7.5
X-4015,PDAC,binimetinib,234.2,27.4,54.0,-3.1,2.2
X-4015,PDAC,binimetinib,247.7,27.9,61.0,2.4,4.1
X-4015,PDAC,binimetinib,214.3,27.5,64.0,-11.4,2.6
X-4015,PDAC,binimetinib,224.4,27.8,68.0,-7.2,3.7
X-4015,PDAC,binimetinib,288.3,28.0,75.0,19.2,4.5
X-4015,PDAC,binimetinib,325.0,27.1,78.0,34.4,1.1
X-4015,PDAC,binimetinib,342.7,27.1,82.0,41.7,1.1
X-4015,PDAC,binimetinib,261.3,27.8,85.0,8.1,3.7
X-4015,PDAC,binimetinib,161.5,24.5,89.0,-33.2,-8.6
X-4015,PDAC,untreated,229.9,25.3,0.0,0.0,0.0
X-4015,PDAC,untreated,253.5,26.3,2.0,10.3,4.0
X-4015,PDAC,untreated,295.8,26.2,7.0,28.7,3.6
X-4015,PDAC,untreated,453.6,26.2,11.0,97.3,3.6
X-4015,PDAC,untreated,523.9,27.2,14.0,127.9,7.5
X-4015,PDAC,untreated,745.3,,16.0,224.2,7.5
X-4015,PDAC,untreated,762.2,25.6,18.0,231.5,1.2
X-4015,PDAC,untreated,805.1,26.3,22.0,250.2,4.0
X-4015,PDAC,untreated,1080.0,26.1,24.0,369.8,3.2
X-4018,PDAC,abraxane,218.8,22.9,0.0,0.0,0.0
X-4018,PDAC,abraxane,190.9,23.2,4.0,-12.8,1.3
X-4018,PDAC,abraxane,235.6,24.8,7.0,7.7,8.3
X-4018,PDAC,abraxane,317.9,25.1,11.0,45.3,9.6
X-4018,PDAC,abraxane,396.3,24.8,13.0,81.1,8.3
X-4018,PDAC,abraxane,491.0,24.7,17.0,124.4,7.9
X-4018,PDAC,abraxane,573.2,23.6,20.0,162.0,3.1
X-4018,PDAC,abraxane,656.0,24.9,24.0,199.8,8.7
X-4018,PDAC,abraxane,679.3,24.6,27.0,210.5,7.4
X-4018,PDAC,abraxane,775.1,24.5,32.0,254.3,7.0
X-4018,PDAC,abraxane,844.8,24.5,34.0,286.1,7.0
X-4018,PDAC,BKM120 + binimetinib,250.3,22.5,0.0,0.0,0.0
X-4018,PDAC,BKM120 + binimetinib,285.5,22.6,2.0,14.1,0.4
X-4018,PDAC,BKM120 + binimetinib,265.4,22.7,6.0,6.0,0.9
X-4018,PDAC,BKM120 + binimetinib,295.0,22.5,9.0,17.9,0.0
X-4018,PDAC,BKM120 + binimetinib,236.2,22.1,13.0,-5.6,-1.8
X-4018,PDAC,BKM120 + binimetinib,267.5,22.6,16.0,6.9,0.4
X-4018,PDAC,BKM120 + binimetinib,231.1,24.6,20.0,-7.7,9.3
X-4018,PDAC,BKM120 + binimetinib,229.0,23.3,23.0,-8.5,3.6
X-4018,PDAC,BKM120 + binimetinib,198.7,23.6,27.0,-20.6,4.9
X-4018,PDAC,BKM120 + binimetinib,190.6,23.9,30.0,-23.9,6.2
X-4018,PDAC,BKM120 + binimetinib,192.5,23.3,34.0,-23.1,3.6
X-4018,PDAC,BKM120 + binimetinib,155.0,23.1,37.0,-38.1,2.7
X-4018,PDAC,BKM120 + binimetinib,143.5,23.0,40.0,-42.7,2.2
X-4018,PDAC,BKM120 + binimetinib,180.8,23.2,43.0,-27.8,3.1
X-4018,PDAC,BKM120 + binimetinib,160.7,23.2,48.0,-35.8,3.1
X-4018,PDAC,BKM120 + binimetinib,136.3,23.1,51.0,-45.5,2.7
X-4018,PDAC,BKM120 + binimetinib,183.0,23.2,55.0,-26.9,3.1
X-4018,PDAC,BKM120 + binimetinib,210.1,23.8,58.0,-16.1,5.8
X-4018,PDAC,BKM120 + binimetinib,176.6,24.0,61.0,-29.4,6.7
X-4018,PDAC,BKM120 + binimetinib,200.4,24.2,65.0,-19.9,7.6
X-4018,PDAC,BKM120 + binimetinib,288.7,24.5,68.0,15.3,8.9
X-4018,PDAC,BKM120 + binimetinib,258.7,23.8,71.0,3.4,5.8
X-4018,PDAC,BKM120 + binimetinib,288.5,23.5,75.0,15.3,4.4
X-4018,PDAC,BKM120 + binimetinib,378.8,24.6,79.0,51.3,9.3
X-4018,PDAC,BKM120 + binimetinib,418.6,23.8,83.0,67.2,5.8
X-4018,PDAC,BKM120 + binimetinib,367.1,23.6,86.0,46.7,4.9
X-4018,PDAC,BKM120 + binimetinib,422.2,23.9,89.0,68.7,6.2
X-4018,PDAC,BKM120 + binimetinib,498.7,24.3,93.0,99.2,8.0
X-4018,PDAC,BKM120 + LDE225,267.7,23.9,0.0,0.0,0.0
X-4018,PDAC,BKM120 + LDE225,293.3,25.6,4.0,9.6,7.1
X-4018,PDAC,BKM120 + LDE225,236.7,22.9,6.0,-11.6,-4.2
X-4018,PDAC,BKM120 + LDE225,416.7,22.8,11.0,55.7,-4.6
X-4018,PDAC,BKM120 + LDE225,432.6,24.0,18.0,61.6,0.4
X-4018,PDAC,BKM120 + LDE225,495.3,23.4,21.0,85.0,-2.1
X-4018,PDAC,BKM120 + LDE225,740.0,25.1,25.0,176.4,5.0
X-4018,PDAC,BKM120 + LDE225,797.9,26.1,28.0,198.1,9.2
X-4018,PDAC,BKM120 + LDE225,1083.5,26.0,32.0,304.7,8.8
X-4018,PDAC,BKM120 + LDE225,1265.3,26.3,35.0,372.7,10.0
X-4018,PDAC,BKM120 + LDE225,1151.0,23.5,39.0,330.0,-1.7
X-4018,PDAC,BKM120 + LDE225,1201.9,23.8,42.0,349.0,-0.4
X-4018,PDAC,BKM120 + LDE225,1487.5,23.2,46.0,455.7,-2.9
X-4018,PDAC,BKM120 + LDE225,1352.9,21.9,49.0,405.4,-8.4
X-4018,PDAC,BKM120 + LDE225,1421.3,21.2,53.0,430.9,-11.3
X-4018,PDAC,BKM120 + LDE225,1315.0,21.2,56.0,391.2,-11.3
X-4018,PDAC,BKM120 + LDE225,1196.9,21.3,60.0,347.1,-10.9
X-4018,PDAC,BKM120 + LDE225,1067.8,21.0,63.0,298.9,-12.1
X-4018,PDAC,BKM120 + LDE225,831.3,18.7,67.0,210.5,-21.8
X-4018,PDAC,BKM120,194.9,23.0,0.0,0.0,0.0
X-4018,PDAC,BKM120,304.9,23.6,4.0,56.4,2.6
X-4018,PDAC,BKM120,353.4,22.9,7.0,81.3,-0.4
X-4018,PDAC,BKM120,322.1,23.1,11.0,65.3,0.4
X-4018,PDAC,BKM120,325.4,23.7,14.0,67.0,3.0
X-4018,PDAC,BKM120,303.4,25.6,19.0,55.7,11.3
X-4018,PDAC,BKM120,307.7,23.9,21.0,57.9,3.9
X-4018,PDAC,BKM120,304.4,24.0,25.0,56.2,4.3
X-4018,PDAC,BKM120,349.5,24.7,28.0,79.3,7.4
X-4018,PDAC,BKM120,527.8,24.6,32.0,170.8,7.0
X-4018,PDAC,BKM120,511.4,24.5,35.0,162.4,6.5
X-4018,PDAC,BKM120,432.7,25.4,39.0,122.0,10.4
X-4018,PDAC,BKM120,592.8,24.4,42.0,204.2,6.1
X-4018,PDAC,BKM120,545.0,24.6,46.0,179.6,7.0
X-4018,PDAC,BKM120,495.3,24.6,49.0,154.1,7.0
X-4018,PDAC,BKM120,628.7,24.2,55.0,222.6,5.2
X-4018,PDAC,BYL719,253.1,29.4,0.0,0.0,0.0
X-4018,PDAC,BYL719,390.2,29.4,5.0,54.2,0.0
X-4018,PDAC,BYL719,397.2,28.9,8.0,56.9,-1.7
X-4018,PDAC,BYL719,433.0,29.7,12.0,71.1,1.0
X-4018,PDAC,BYL719,440.4,29.6,15.0,74.0,0.7
X-4018,PDAC,BYL719,437.7,31.9,18.0,72.9,8.5
X-4018,PDAC,CLR457,222.9,26.2,0.0,0.0,0.0
X-4018,PDAC,CLR457,237.9,26.2,5.0,6.7,0.0
X-4018,PDAC,CLR457,254.6,25.6,8.0,14.2,-2.3
X-4018,PDAC,CLR457,258.7,25.4,12.0,16.1,-3.1
X-4018,PDAC,CLR457,276.1,25.3,15.0,23.9,-3.4
X-4018,PDAC,CLR457,285.5,26.1,18.0,28.1,-0.4
X-4018,PDAC,HDM201,251.6,27.5,0.0,0.0,0.0
X-4018,PDAC,HDM201,273.2,26.1,4.0,8.6,-5.1
X-4018,PDAC,HDM201,359.3,25.9,7.0,42.8,-5.8
X-4018,PDAC,HDM201,371.7,27.8,11.0,47.7,1.1
X-4018,PDAC,HDM201,394.7,27.8,13.0,56.9,1.1
X-4018,PDAC,HDM201,442.4,28.1,18.0,75.8,2.2
X-4018,PDAC,HDM201,450.3,29.3,21.0,79.0,6.5
X-4018,PDAC,HDM201,552.0,29.5,25.0,119.4,7.3
X-4018,PDAC,HDM201,566.1,28.8,28.0,125.0,4.7
X-4018,PDAC,HDM201,697.7,28.7,31.0,177.3,4.4
X-4018,PDAC,"figitumumab""",226.7,23.4,0.0,0.0,0.0
X-4018,PDAC,"figitumumab""",236.8,24.3,3.0,4.5,3.8
X-4018,PDAC,"figitumumab""",348.7,23.6,7.0,53.8,0.9
X-4018,PDAC,"figitumumab""",326.4,23.7,9.0,44.0,1.3
X-4018,PDAC,"figitumumab""",243.7,24.2,13.0,7.5,3.4
X-4018,PDAC,"figitumumab""",290.7,23.8,16.0,28.2,1.7
X-4018,PDAC,"figitumumab""",333.7,23.9,20.0,47.2,2.1
X-4018,PDAC,"figitumumab""",244.7,24.2,23.0,7.9,3.4
X-4018,PDAC,"figitumumab""",285.4,25.1,28.0,25.9,7.3
X-4018,PDAC,"figitumumab""",233.3,23.9,30.0,2.9,2.1
X-4018,PDAC,"figitumumab""",177.6,23.4,34.0,-21.7,0.0
X-4018,PDAC,"figitumumab""",190.3,24.1,37.0,-16.1,3.0
X-4018,PDAC,"figitumumab""",239.6,24.2,41.0,5.7,3.4
X-4018,PDAC,"figitumumab""",240.5,23.9,44.0,6.1,2.1
X-4018,PDAC,"figitumumab"" + binimetinib",123.1,26.5,7.0,-59.3,1.5
X-4018,PDAC,"figitumumab"" + binimetinib",275.0,25.2,12.0,-9.2,-3.4
X-4018,PDAC,"figitumumab"" + binimetinib",342.6,26.5,15.0,13.1,1.5
X-4018,PDAC,"figitumumab"" + binimetinib",403.4,26.3,19.0,33.2,0.8
X-4018,PDAC,"figitumumab"" + binimetinib",368.7,26.0,25.0,21.8,-0.4
X-4018,PDAC,gemcitabine-50mpk,268.7,24.5,0.0,0.0,0.0
X-4018,PDAC,gemcitabine-50mpk,298.6,24.6,2.0,11.1,0.4
X-4018,PDAC,gemcitabine-50mpk,354.1,24.0,4.0,31.8,-2.0
X-4018,PDAC,gemcitabine-50mpk,299.6,23.9,8.0,11.5,-2.4
X-4018,PDAC,gemcitabine-50mpk,371.0,23.7,12.0,38.1,-3.3
X-4018,PDAC,gemcitabine-50mpk,387.0,23.5,15.0,44.0,-4.1
X-4018,PDAC,gemcitabine-50mpk,478.6,24.7,22.0,78.1,0.8
X-4018,PDAC,gemcitabine-50mpk,406.7,25.3,25.0,51.4,3.3
X-4018,PDAC,gemcitabine-50mpk,380.9,23.9,30.0,41.8,-2.4
X-4018,PDAC,gemcitabine-50mpk,322.3,24.9,34.0,19.9,1.6
X-4018,PDAC,gemcitabine-50mpk,467.6,25.2,36.0,74.0,2.9
X-4018,PDAC,gemcitabine-50mpk,418.3,24.3,40.0,55.7,-0.8
X-4018,PDAC,gemcitabine-50mpk,554.5,25.0,43.0,106.4,2.0
X-4018,PDAC,gemcitabine-50mpk,578.1,24.3,47.0,115.1,-0.8
X-4018,PDAC,gemcitabine-50mpk,677.3,24.9,50.0,152.1,1.6
X-4018,PDAC,gemcitabine-50mpk,513.1,25.5,53.0,91.0,4.1
X-4018,PDAC,gemcitabine-50mpk,567.2,25.6,57.0,111.1,4.5
X-4018,PDAC,gemcitabine-50mpk,638.8,25.5,61.0,137.7,4.1
X-4018,PDAC,gemcitabine-50mpk,788.0,26.0,64.0,193.3,6.1
X-4018,PDAC,gemcitabine-50mpk,841.2,26.0,68.0,213.1,6.1
X-4018,PDAC,INC424 + binimetinib,331.4,27.9,0.0,0.0,0.0
X-4018,PDAC,INC424 + binimetinib,253.8,28.2,4.0,-23.4,1.1
X-4018,PDAC,INC424 + binimetinib,273.8,27.7,7.0,-17.4,-0.7
X-4018,PDAC,INC424 + binimetinib,300.4,28.9,10.0,-9.4,3.6
X-4018,PDAC,INC424 + binimetinib,267.8,28.2,14.0,-19.2,1.1
X-4018,PDAC,INC424 + binimetinib,322.4,29.1,18.0,-2.7,4.3
X-4018,PDAC,INC424 + binimetinib,352.4,28.7,20.0,6.3,2.9
X-4018,PDAC,INC424 + binimetinib,306.8,29.2,25.0,-7.4,4.7
X-4018,PDAC,INC424 + binimetinib,441.9,29.2,32.0,33.3,4.7
X-4018,PDAC,INC424 + binimetinib,535.5,29.2,39.0,61.6,4.7
X-4018,PDAC,INC424 + binimetinib,432.3,28.4,42.0,30.4,1.8
X-4018,PDAC,INC424 + binimetinib,578.3,28.4,47.0,74.5,1.8
X-4018,PDAC,INC424 + binimetinib,603.5,28.0,49.0,82.1,0.4
X-4018,PDAC,INC424 + binimetinib,604.0,27.0,53.0,82.3,-3.2
X-4018,PDAC,INC424 + binimetinib,505.9,26.7,56.0,52.7,-4.3
X-4018,PDAC,INC424 + binimetinib,539.5,28.5,60.0,62.8,2.2
X-4018,PDAC,INC424 + binimetinib,688.2,26.1,63.0,107.7,-6.5
X-4018,PDAC,INC424 + binimetinib,718.7,26.1,66.0,116.9,-6.5
X-4018,PDAC,INC424 + binimetinib,889.7,27.1,69.0,168.5,-2.9
X-4018,PDAC,INC424 + binimetinib,1133.2,25.6,74.0,241.9,-8.2
X-4018,PDAC,INC424 + binimetinib,1245.8,25.8,80.0,275.9,-7.5
X-4018,PDAC,INC424 + binimetinib,1887.8,25.2,83.0,469.6,-9.7
X-4018,PDAC,INC424 + binimetinib,1430.6,26.1,88.0,331.7,-6.5
X-4018,PDAC,INC424 + binimetinib,1268.7,26.1,91.0,282.8,-6.5
X-4018,PDAC,INC424 + binimetinib,1692.9,27.3,95.0,410.8,-2.2
X-4018,PDAC,INC424 + binimetinib,2086.4,26.8,98.0,529.6,-3.9
X-4018,PDAC,LEE011,248.5,24.3,0.0,0.0,0.0
X-4018,PDAC,LEE011,289.4,24.8,2.0,16.5,2.1
X-4018,PDAC,LEE011,332.5,24.3,5.0,33.8,0.0
X-4018,PDAC,LEE011,437.2,24.6,9.0,75.9,1.2
X-4018,PDAC,LEE011,277.5,24.2,13.0,11.7,-0.4
X-4018,PDAC,LEE011,330.9,23.3,16.0,33.2,-4.1
X-4018,PDAC,LEE011,687.0,23.5,20.0,176.5,-3.3
X-4018,PDAC,WNT974,234.7,25.8,0.0,0.0,0.0
X-4018,PDAC,WNT974,248.4,25.3,1.0,5.8,-1.9
X-4018,PDAC,WNT974,354.4,22.4,5.0,51.0,-13.2
X-4018,PDAC,WNT974,397.2,24.2,7.0,69.2,-6.2
X-4018,PDAC,WNT974,492.1,23.1,13.0,109.7,-10.5
X-4018,PDAC,WNT974,572.6,22.1,17.0,144.0,-14.3
X-4018,PDAC,WNT974,581.3,23.4,19.0,147.7,-9.3
X-4018,PDAC,WNT974,911.3,22.6,23.0,288.3,-12.4
X-4018,PDAC,WNT974,924.7,23.4,27.0,294.0,-9.3
X-4018,PDAC,WNT974,1047.8,22.5,30.0,346.4,-12.8
X-4018,PDAC,LKA136,254.8,23.4,0.0,0.0,0.0
X-4018,PDAC,LKA136,289.6,23.3,1.0,13.7,-0.4
X-4018,PDAC,LKA136,357.3,23.5,5.0,40.2,0.4
X-4018,PDAC,LKA136,356.5,23.1,7.0,39.9,-1.3
X-4018,PDAC,LKA136,488.6,22.8,13.0,91.8,-2.6
X-4018,PDAC,LKA136,750.2,24.3,19.0,194.4,3.8
X-4018,PDAC,LKA136,851.7,22.1,23.0,234.3,-5.6
X-4018,PDAC,LKA136,1029.3,24.4,27.0,304.0,4.3
X-4018,PDAC,LKA136,1185.7,,30.0,365.3,4.3
X-4018,PDAC,binimetinib,253.9,23.7,0.0,0.0,0.0
X-4018,PDAC,binimetinib,298.8,22.9,2.0,17.7,-3.4
X-4018,PDAC,binimetinib,281.4,23.3,6.0,10.8,-1.7
X-4018,PDAC,binimetinib,311.6,22.1,9.0,22.7,-6.8
X-4018,PDAC,binimetinib,312.6,25.2,12.0,23.1,6.3
X-4018,PDAC,binimetinib,246.4,23.6,16.0,-3.0,-0.4
X-4018,PDAC,binimetinib,325.4,24.5,20.0,28.2,3.4
X-4018,PDAC,binimetinib,271.2,24.4,22.0,6.8,3.0
X-4018,PDAC,binimetinib,354.1,24.6,27.0,39.5,3.8
X-4018,PDAC,binimetinib,312.8,23.0,34.0,23.2,-3.0
X-4018,PDAC,binimetinib,260.4,22.4,41.0,2.6,-5.5
X-4018,PDAC,binimetinib,253.9,21.5,44.0,0.0,-9.3
X-4018,PDAC,binimetinib-3.5mpk,162.3,26.7,0.0,0.0,0.0
X-4018,PDAC,binimetinib-3.5mpk,140.5,26.2,4.0,-13.4,-1.9
X-4018,PDAC,binimetinib-3.5mpk,100.3,25.7,8.0,-38.2,-3.7
X-4018,PDAC,binimetinib-3.5mpk,179.9,26.2,11.0,10.8,-1.9
X-4018,PDAC,binimetinib-3.5mpk,133.2,26.8,15.0,-17.9,0.4
X-4018,PDAC,binimetinib-3.5mpk,132.3,25.8,18.0,-18.5,-3.4
X-4018,PDAC,binimetinib-3.5mpk,151.6,24.4,22.0,-6.6,-8.6
X-4018,PDAC,binimetinib-3.5mpk,173.5,26.8,30.0,6.9,0.4
X-4018,PDAC,binimetinib-3.5mpk,99.9,26.6,32.0,-38.4,-0.4
X-4018,PDAC,binimetinib-3.5mpk,93.3,26.1,36.0,-42.5,-2.2
X-4018,PDAC,binimetinib-3.5mpk,124.1,26.2,39.0,-23.5,-1.9
X-4018,PDAC,binimetinib-3.5mpk,81.1,27.1,46.0,-50.0,1.5
X-4018,PDAC,binimetinib-3.5mpk,84.8,26.3,50.0,-47.8,-1.5
X-4018,PDAC,binimetinib-3.5mpk,32.0,26.2,52.0,-80.3,-1.9
X-4018,PDAC,binimetinib-3.5mpk,33.2,27.0,56.0,-79.5,1.1
